Complexes(Gene Name)	Min-p-value	Avg-p-value	Number-of-resources
ALDOC;ALDOA;ALDOB	5.7175010824e-08	0.009269862838625603	51
C1R;C1S	Null	Null	0
CYP3A4;CYP3A5	2.71170632314e-05	0.013875817059357073	38
CYP4F8;CYP4F12;CYP4F2	2.21803218685e-08	0.006821883236176991	35
PENK;PDYN	0.00329224164765	0.013841671929354999	4
ADH1A;ADH1B	2.29452073496e-05	0.007112459673756861	18
LILRA1;LILRB1;LILRA3	0.000369130124131	0.0006169707313545	2
ENO3;ENO1;ENO2	7.48585863061e-08	0.008022875790305372	50
CYP3A7;CYP3A5	0.000135297601958	0.007727103001167876	16
ZNF534;AGAP1	Null	Null	0
CYP2C18;CYP2C19;CYP2C9;CYP2C8	2.89987747457e-10	0.00409565043818886	63
PNLIP;PNLIPRP2	9.43634068492e-06	0.010772926485749328	8
PCDHA11;PCDHA10;PCDHAC1;PCDHA13;PCDHA6;PCDHA3;PCDHA8;PCDHA2;PCDHA4;PCDHA7;PCDHA12;PCDHA9;PCDHA1	1.20816414232e-18	0.004464249814112104	42
GH1;CSH1;CSHL1	3.58730645465e-07	0.01004974739112146	35
PCDHAC1;PCDHA10;PCDHA13;PCDHA6;PCDHA3;PCDHA8;PCDHA11;PCDHA2;PCDHA4;PCDHA7;PCDHA12;PCDHA9	3.27846273856e-16	0.005153815787609982	36
BCL9L;PYGO2	0.00110562458358	0.01762551167597	4
CASP1;CARD16	0.00999245569595	0.0196005861728625	4
VNN3;VNN1	2.59662064364e-05	0.0036269009277241	4
IFNA17;IFNA21;IFNA6;IFNA14;IFNA13;IFNA5;IFNA4	1.00289389976e-15	0.002150991191887346	135
ARPC5L;ARPC1B;ARPC2;ARPC5;ARPC4;ARPC3;ARPC1A;ACTR3;ACTR2	2.8237905281e-28	0.004109090430116024	138
CYP2C19;CYP2C9;CYP2C18	3.8379878376e-07	0.00640589593515099	51
TSACC;LIX1	Null	Null	0
TLR1;TLR6	4.72810333265e-05	0.011161074101366495	36
SLCO1B1;SLCO1B3	3.14544689497e-06	0.013617123966485028	32
LIAT1;AGBL3	Null	Null	0
GRIN3B;GRIN3A	4.79691497852e-05	0.009637666155156011	20
PCDHA3;PCDHAC1;PCDHA13;PCDHA6;PCDHA8;PCDHA11;PCDHA4;PCDHA2;PCDHA7;PCDHA12;PCDHA9;PCDHA1	2.79511442229e-19	0.005355986736671816	35
NFIA;NFIB;NFIX;NFIB	7.0145267909e-07	0.016972353021735692	19
PANK3;PANK1	2.59662064364e-05	0.017637252812961003	14
PRELID3A;PRELID3B;TRIAP1	2.62005052071e-06	0.0037815657436716917	11
RIMS1;RIMS2	0.0023779578526	0.0132273905551	8
EIF3G;EIF3C;EIF3K;EIF3I;EIF3CL;EIF3L;EIF3F;EIF3D;EIF3B;EIF3H;EIF3M;EIF3E	1.52571786151e-34	0.011868651442513712	144
SIGLEC16;SIGLEC10	0.0145723312233	0.0145723312233	1
TOMM6;TOMM7;TOMM5;TOMM40L	1.18806319213e-08	0.0028727056045281295	14
SEPTIN8;SEPTIN2;SEPTIN12;SEPTIN7;SEPTIN4;SEPTIN6;SEPTIN11;SEPTIN1;SEPTIN9;SEPTIN3;SEPTIN5;SEPTIN14	1.21117963658e-36	0.003375906436708581	47
CPEB3;CPEB2	0.000396326308767	0.009301026813416099	10
EIF2S3;EIF2S1	3.30271923972e-05	0.004466217179887701	21
NFIB;NFIA;NFIX	7.0145267909e-07	0.016972353021735692	19
NR0B1;NR5A1	0.000141545110274	0.01038653468227699	86
ARPC4;ARPC3;ARPC1B;ARPC2;ARPC5;ACTR3;ARPC5L;ACTR2	4.48333222147e-24	0.0031676693240912683	129
IFNA21;IFNA17;IFNA6;IFNA14;IFNA13;IFNA4	8.00954468436e-13	0.003874321245142688	115
LDHA;LDHB;LDHAL6A	1.54123942221e-07	0.0049372108960284156	18
SULT2A1;SULT1B1	3.65037389653e-05	0.013997756025878914	8
CYP2C8;CYP2C9;CYP2C18	3.8379878376e-07	0.005972224871523372	57
FMO4;FMO1	3.47654656813e-06	0.0016361323458912826	4
SEPTIN2;SEPTIN12;SEPTIN7;SEPTIN4;SEPTIN6;SEPTIN11;SEPTIN1;SEPTIN9;SEPTIN8;SEPTIN3;SEPTIN5	9.61313277552e-33	0.006171153496408619	51
SEPTIN9;SEPTIN2;SEPTIN1;SEPTIN7;SEPTIN6;SEPTIN4;SEPTIN11;SEPTIN8;SEPTIN3;SEPTIN14;SEPTIN5	9.61313277552e-33	0.008702654700488458	46
MRPL47;MRPL33;MRPL53;MRPL34;MRPL14;MRPL43;MRPL54;MRPL39;MRPL49;MRPL50;MRPL37;MRPL18;MRPL21;MRPL30;MRPL23;MRPL22;MRPL12;MRPL4;MRPL13;MRPL48;MRPL38;MRPL32;MRPL9;MRPL11;MRPL35;MRPL28;MRPL55;MRPL17;MRPL41;MRPL27;MRPL51;MRPL46;MRPL3;MRPL10;MRPS18A;MRPL15;MRPL52;MRPL24;MRPL45;MRPL20;MRPS30;MRPL42;MRPL2;MRPL58;MRPL16;MRPL57;MRPS14;MRPL19;MRPS33;MRPS25;MRPL1;MRPS17;MRPS21;MRPS18C;MRPS10;MRPS7;MRPS34;MRPS2;MRPS24;MRPS11;MRPS22;MRPS16;MRPS35;MRPL40;MRPS5;MRPS6;MRPS23;MRPS28;MRPS9;MRPL44	8.13080137187e-172	0.0017482043723043026	291
OR52B2;OR5C1	0.000864811338578	0.0150100259434095	4
MRPS5;MRPS6;MRPS34;MRPS22;MRPS17;MRPS14;MRPS2;MRPS28;MRPS12;MRPS10;MRPS21;MRPS18C;MRPS18A;MRPS11;MRPS7;MRPS16;MRPS35;MRPS24;MRPS33;MRPS9;MRPL42;MRPL20;MRPL17;MRPL16;MRPL15;MRPL24;MRPL23;MRPL48;MRPL1;MRPS25;MRPL30;MRPL38;MRPL4;MRPL34;MRPL21;MRPL22;MRPL47;MRPL3;MRPL2;MRPL55;MRPL9;MRPL11;MRPL50;MRPL33;MRPL49;MRPL39;MRPL13;MRPL18;MRPL37;MRPL54;MRPL35;MRPL43;MRPL32;MRPL41;MRPL14;MRPL51;MRPL27;MRPS30;MRPL45;MRPL52;MRPL10;MRPL28;MRPL57;MRPL46;MRPL53;MRPL12;MRPL58;MRPL19;MRPS23;MRPL40;MRPL44	1.0311416835e-174	0.0015779721005014452	288
MRPL43;MRPL48;MRPL53;MRPL34;MRPL14;MRPL33;MRPL54;MRPL39;MRPL49;MRPL50;MRPL18;MRPL37;MRPL21;MRPL30;MRPL23;MRPL22;MRPL12;MRPL4;MRPL13;MRPL38;MRPL32;MRPL9;MRPL11;MRPL47;MRPL35;MRPL28;MRPL55;MRPL17;MRPL41;MRPL27;MRPL51;MRPL46;MRPL3;MRPL10;MRPS18A;MRPL15;MRPL52;MRPL24;MRPL45;MRPL20;MRPS30;MRPL42;MRPL2;MRPL58;MRPL16;MRPL57;MRPS14;MRPL19;MRPS33;MRPS25;MRPL1;MRPS17;MRPS21;MRPS18C;MRPS10;MRPS7;MRPS34;MRPS2;MRPS24;MRPS11;MRPS22;MRPS16;MRPS35;MRPL40;MRPS5;MRPS6;MRPS28;MRPS9;MRPL44	1.17658682887e-168	0.0017062774100991144	288
MRPL46;MRPL50;MRPL53;MRPL14;MRPL33;MRPL54;MRPL34;MRPL49;MRPL21;MRPL43;MRPL18;MRPL39;MRPL37;MRPL30;MRPL23;MRPL22;MRPL12;MRPL4;MRPL38;MRPL48;MRPL13;MRPL32;MRPL9;MRPL11;MRPL47;MRPL55;MRPL28;MRPL35;MRPL17;MRPL27;MRPL41;MRPL51;MRPL3;MRPL10;MRPS18A;MRPL15;MRPL52;MRPL24;MRPL45;MRPL20;MRPS30;MRPL42;MRPL2;MRPL58;MRPL16;MRPL57;MRPS14;MRPL19;MRPS33;MRPS25;MRPL1;MRPS17;MRPS21;MRPS18C;MRPS10;MRPS7;MRPS34;MRPS2;MRPS24;MRPS11;MRPS22;MRPS16;MRPS35;MRPL40;MRPS5;MRPS6;MRPS23;MRPS9;MRPL44	1.17658682887e-168	0.0015427916283401613	285
MRPS34;MRPS18C;MRPS10;MRPS2;MRPS17;MRPS6;MRPS28;MRPS22;MRPS21;MRPS11;MRPS14;MRPS7;MRPS18A;MRPS35;MRPS24;MRPS12;MRPS16;MRPS33;MRPS9;MRPS5;MRPL42;MRPL17;MRPL20;MRPL16;MRPL24;MRPL1;MRPL15;MRPL48;MRPL23;MRPS25;MRPL30;MRPL2;MRPL38;MRPL21;MRPL34;MRPL4;MRPL22;MRPL47;MRPL3;MRPL11;MRPL9;MRPL55;MRPL33;MRPL50;MRPL49;MRPL13;MRPL39;MRPL18;MRPL54;MRPL43;MRPL37;MRPL35;MRPL14;MRPL41;MRPL32;MRPL27;MRPL51;MRPS30;MRPL52;MRPL10;MRPL45;MRPL57;MRPL46;MRPL28;MRPL53;MRPL12;MRPL58;MRPL19;MRPS23;MRPL40;MRPL44;GTPBP8	2.39225824932e-173	0.0016501825301882523	290
MRPL32;MRPL14;MRPL53;MRPL34;MRPL43;MRPL33;MRPL54;MRPL39;MRPL49;MRPL50;MRPL18;MRPL37;MRPL21;MRPL30;MRPL23;MRPL22;MRPL12;MRPL4;MRPL13;MRPL48;MRPL38;MRPL9;MRPL11;MRPL47;MRPL35;MRPL28;MRPL55;MRPL17;MRPL41;MRPL27;MRPL51;MRPL46;MRPL3;MRPL10;MRPS18A;MRPL15;MRPL52;MRPL24;MRPL45;MRPL20;MRPS30;MRPL42;MRPL2;MRPL58;MRPL16;MRPL57;MRPS14;MRPL19;MRPS33;MRPS25;MRPL1;MRPS17;MRPS21;MRPS18C;MRPS10;MRPS7;MRPS34;MRPS2;MRPS24;MRPS11;MRPS22;MRPS16;MRPS35;MRPL40;MRPS5;MRPS23;MRPS28;MRPS9;MRPL44	1.17658682887e-168	0.0012807357693901812	283
GLIPR1;CKLF	Null	Null	0
AP4B1;AP4E1;AP4S1;AP4M1	3.7408120157e-14	0.006913173762498139	146
MRPL34;MRPL53;MRPL33;MRPL14;MRPL43;MRPL54;MRPL39;MRPL49;MRPL50;MRPL18;MRPL37;MRPL21;MRPL30;MRPL23;MRPL22;MRPL12;MRPL4;MRPL13;MRPL48;MRPL38;MRPL32;MRPL9;MRPL11;MRPL47;MRPL35;MRPL28;MRPL55;MRPL17;MRPL41;MRPL27;MRPL51;MRPL46;MRPL3;MRPL10;MRPS18A;MRPL15;MRPL52;MRPL24;MRPL45;MRPL20;MRPS30;MRPL42;MRPL2;MRPL58;MRPL16;MRPL57;MRPS14;MRPL19;MRPS33;MRPS25;MRPL1;MRPS17;MRPS21;MRPS18C;MRPS10;MRPS7;MRPS34;MRPS2;MRPS24;MRPS11;MRPS22;MRPS16;MRPS35;MRPL40;MRPS5;MRPS28;MRPS9;MRPL44	1.54772122757e-165	0.0016558170376933354	282
PCDHA1;PCDHA6;PCDHA13;PCDHA3;PCDHA8;PCDHA11;PCDHA2;PCDHA4;PCDHA7;PCDHA12;PCDHA9	4.67029213403e-20	0.007654371282363447	41
MRPL10;MRPL33;MRPL53;MRPL54;MRPL14;MRPL50;MRPL34;MRPL49;MRPL21;MRPL37;MRPL43;MRPL39;MRPL18;MRPL30;MRPL22;MRPL23;MRPL12;MRPL4;MRPL48;MRPL38;MRPL13;MRPL32;MRPL9;MRPL11;MRPL47;MRPL55;MRPL35;MRPL28;MRPL17;MRPL41;MRPL27;MRPL46;MRPL51;MRPL3;MRPS18A;MRPL15;MRPL52;MRPL24;MRPL45;MRPL20;MRPS30;MRPL42;MRPL2;MRPL58;MRPL16;MRPL57;MRPS14;MRPL19;MRPS33;MRPS25;MRPL1;MRPS17;MRPS21;MRPS18C;MRPS10;MRPS7;MRPS34;MRPS2;MRPS24;MRPS11;MRPS22;MRPL40;MRPS35;MRPS5;MRPS23;MRPS28;MRPS9;MRPL44	1.54772122757e-165	0.0012759732404176148	277
MRPL54;MRPL37;MRPL53;MRPL43;MRPL14;MRPL34;MRPL33;MRPL39;MRPL49;MRPL50;MRPL18;MRPL21;MRPL30;MRPL23;MRPL22;MRPL12;MRPL4;MRPL13;MRPL48;MRPL38;MRPL32;MRPL9;MRPL11;MRPL47;MRPL35;MRPL28;MRPL55;MRPL17;MRPL41;MRPL27;MRPL51;MRPL46;MRPL3;MRPL10;MRPS18A;MRPL15;MRPL52;MRPL24;MRPL45;MRPL20;MRPS30;MRPL42;MRPL2;MRPL58;MRPL16;MRPL57;MRPS14;MRPL19;MRPS33;MRPS25;MRPL1;MRPS17;MRPS21;MRPS18C;MRPS10;MRPS7;MRPS34;MRPS2;MRPS24;MRPS11;MRPS16;MRPS35;MRPL40;MRPS5;MRPS23;MRPS28;MRPL44;MRPS9	1.54772122757e-165	0.0014523205070134798	278
PRAMEF12;PRAMEF8	Null	Null	0
MRPS34;MRPS2;MRPS6;MRPS17;MRPS22;MRPS28;MRPS14;MRPS10;MRPS21;MRPS18C;MRPS11;MRPS18A;MRPS12;MRPS7;MRPS35;MRPS16;MRPS24;MRPS33;MRPS9;MRPS5;MRPL42;MRPL20;MRPL17;MRPL16;MRPL15;MRPL24;MRPL23;MRPL48;MRPL1;MRPS25;MRPL30;MRPL38;MRPL4;MRPL34;MRPL21;MRPL22;MRPL47;MRPL3;MRPL2;MRPL55;MRPL9;MRPL11;MRPL50;MRPL33;MRPL49;MRPL39;MRPL13;MRPL18;MRPL37;MRPL54;MRPL35;MRPL43;MRPL32;MRPL41;MRPL14;MRPL51;MRPL27;MRPS30;MRPL45;MRPL52;MRPL10;MRPL28;MRPL57;MRPL46;MRPL12;MRPL58;MRPL19;MRPS23;MRPL40;MRPL44	8.13080137187e-172	0.0019028327563571676	292
HNRNPA2B1;TRAPPC12	0.0499622784796	0.0499622784796	1
ARCN1;COPZ2;COPE;COPB2;COPA;COPB1;COPZ1	1.6966079848e-18	0.001238192910191749	43
CR1;CR1L	0.000101268205102	0.0006923215386782858	7
MRPS21;MRPS11;MRPS6;MRPS17;MRPS34;MRPS22;MRPS14;MRPS28;MRPS2;MRPS12;MRPS10;MRPS18C;MRPS18A;MRPS7;MRPS16;MRPS35;MRPS24;MRPS33;MRPS9;MRPL42;MRPS5;MRPL20;MRPL17;MRPL16;MRPL15;MRPL24;MRPL23;MRPL48;MRPL1;MRPS25;MRPL30;MRPL38;MRPL4;MRPL34;MRPL21;MRPL22;MRPL47;MRPL3;MRPL2;MRPL55;MRPL9;MRPL11;MRPL50;MRPL33;MRPL49;MRPL39;MRPL13;MRPL18;MRPL37;MRPL54;MRPL35;MRPL43;MRPL32;MRPL41;MRPL14;MRPL51;MRPL27;MRPS30;MRPL45;MRPL52;MRPL10;MRPL28;MRPL57;MRPL46;MRPL58;MRPL19;MRPS23;MRPL40	1.54772122757e-165	0.001237209968784083	276
MRPS34;MRPS6;MRPS17;MRPS14;MRPS22;MRPS12;MRPS2;MRPS28;MRPS10;MRPS21;MRPS18C;MRPS11;MRPS18A;MRPS7;MRPS16;MRPS35;MRPS24;MRPS33;MRPS9;MRPL42;MRPS5;MRPL20;MRPL17;MRPL16;MRPL15;MRPL24;MRPL23;MRPL48;MRPL1;MRPS25;MRPL30;MRPL38;MRPL4;MRPL34;MRPL21;MRPL22;MRPL47;MRPL3;MRPL2;MRPL55;MRPL9;MRPL11;MRPL50;MRPL49;MRPL13;MRPL39;MRPL18;MRPL35;MRPL37;MRPL54;MRPL43;MRPL32;MRPL41;MRPL51;MRPL14;MRPL27;MRPS30;MRPL45;MRPL52;MRPL10;MRPL28;MRPL57;MRPL46;MRPL12;MRPL58;MRPL19;MRPS23;MRPL40;MRPL44;GTPBP8	2.64806228344e-167	0.0013438153619419679	288
HSD3B1;HSD3B2	1.25155676453e-05	0.008803804534022982	29
MRPL14;MRPL39;MRPL53;MRPL34;MRPL43;MRPL33;MRPL54;MRPL49;MRPL50;MRPL18;MRPL37;MRPL21;MRPL30;MRPL23;MRPL22;MRPL12;MRPL4;MRPL13;MRPL48;MRPL38;MRPL32;MRPL9;MRPL11;MRPL47;MRPL35;MRPL28;MRPL55;MRPL17;MRPL41;MRPL27;MRPL51;MRPL46;MRPL3;MRPL10;MRPS18A;MRPL15;MRPL52;MRPL24;MRPL45;MRPL20;MRPS30;MRPL42;MRPL2;MRPL58;MRPL16;MRPL57;MRPS14;MRPL19;MRPS33;MRPS25;MRPL1;MRPS21;MRPS18C;MRPS10;MRPS34;MRPS2;MRPS24;MRPS11;MRPL40;MRPS16;MRPS35;MRPL44;MRPS5	2.05630783893e-150	0.0014905854105712079	258
FGD4;FGD3	0.00192658622317	0.005632866299522	5
IFNA5;IFNA14;IFNA13;IFNA17;IFNA6	4.10067813161e-10	0.003144131359958372	88
MRPS7;MRPS34;MRPS6;MRPS17;MRPS22;MRPS14;MRPS12;MRPS2;MRPS28;MRPS10;MRPS21;MRPS18C;MRPS11;MRPS18A;MRPS16;MRPS35;MRPS24;MRPS33;MRPS9;MRPL42;MRPS5;MRPL20;MRPL17;MRPL16;MRPL15;MRPL24;MRPL23;MRPL48;MRPL1;MRPS25;MRPL30;MRPL38;MRPL4;MRPL34;MRPL21;MRPL22;MRPL47;MRPL3;MRPL2;MRPL55;MRPL9;MRPL11;MRPL50;MRPL33;MRPL49;MRPL39;MRPL13;MRPL18;MRPL37;MRPL54;MRPL35;MRPL43;MRPL32;MRPL41;MRPL51;MRPL27;MRPS30;MRPL45;MRPL52;MRPL10;MRPL28;MRPL57;MRPL46;MRPL58;MRPL19;MRPS23;MRPL40	1.88005874259e-162	0.0014876955867884067	280
SEPTIN7;SEPTIN10	0.0309134520838	0.0309134520838	3
MRPS2;MRPS6;MRPS28;MRPS17;MRPS22;MRPS34;MRPS14;MRPS12;MRPS10;MRPS21;MRPS18C;MRPS11;MRPS18A;MRPS7;MRPS16;MRPS35;MRPS24;MRPS33;MRPS9;MRPL42;MRPS5;MRPL20;MRPL17;MRPL16;MRPL15;MRPL24;MRPL23;MRPL48;MRPL1;MRPS25;MRPL30;MRPL38;MRPL4;MRPL34;MRPL21;MRPL22;MRPL47;MRPL3;MRPL2;MRPL55;MRPL9;MRPL11;MRPL50;MRPL49;MRPL13;MRPL39;MRPL18;MRPL35;MRPL37;MRPL54;MRPL43;MRPL32;MRPL41;MRPL51;MRPL14;MRPL27;MRPS30;MRPL45;MRPL52;MRPL10;MRPL28;MRPL57;MRPL46;MRPL58;MRPL19;MRPS23;MRPL40;GTPBP8	4.13973901824e-161	0.0010447919637751155	277
SEPTIN1;SEPTIN2;SEPTIN6;SEPTIN4;SEPTIN7;SEPTIN11;SEPTIN9;SEPTIN8;SEPTIN3;SEPTIN5	5.08694942705e-29	0.006855959116103551	44
PMM1;PMM2	1.57272344749e-05	0.01103560240728717	14
MRPS17;MRPS12;MRPS6;MRPS14;MRPS22;MRPS34;MRPS2;MRPS28;MRPS10;MRPS21;MRPS18C;MRPS11;MRPS18A;MRPS7;MRPS16;MRPS35;MRPS24;MRPS33;MRPS9;MRPL42;MRPS5;MRPL20;MRPL17;MRPL16;MRPL15;MRPL24;MRPL23;MRPL48;MRPL1;MRPS25;MRPL30;MRPL38;MRPL4;MRPL34;MRPL21;MRPL22;MRPL47;MRPL3;MRPL2;MRPL55;MRPL9;MRPL11;MRPL50;MRPL49;MRPL13;MRPL39;MRPL18;MRPL35;MRPL37;MRPL54;MRPL43;MRPL32;MRPL41;MRPL51;MRPS30;MRPL27;MRPL45;MRPL52;MRPL10;MRPL28;MRPL57;MRPL46;MRPL12;MRPL58;MRPL19;MRPS23;MRPL40;MRPL44;GTPBP8	3.46096063446e-164	0.0016670496829834305	292
MRPS17;MRPS6;MRPS34;MRPS2;MRPS28;MRPS22;MRPS14;MRPS10;MRPS12;MRPS21;MRPS18C;MRPS11;MRPS18A;MRPS7;MRPS16;MRPS35;MRPS24;MRPS33;MRPS9;MRPS5;MRPL42;MRPL20;MRPL17;MRPL16;MRPL15;MRPL24;MRPL23;MRPL48;MRPL1;MRPS25;MRPL30;MRPL38;MRPL4;MRPL34;MRPL21;MRPL22;MRPL47;MRPL3;MRPL2;MRPL55;MRPL9;MRPL11;MRPL50;MRPL33;MRPL49;MRPL39;MRPL13;MRPL18;MRPL37;MRPL35;MRPL43;MRPL32;MRPL41;MRPL51;MRPS30;MRPL27;MRPL45;MRPL52;MRPL57;MRPL28;MRPL10;MRPL46;MRPL12;MRPL58;MRPL19;MRPS23;MRPL40;MRPL44;GTPBP8	3.46096063446e-164	0.0023474008737196695	303
MRPS28;MRPS6;MRPS2;MRPS17;MRPS22;MRPS34;MRPS14;MRPS12;MRPS10;MRPS21;MRPS18C;MRPS11;MRPS18A;MRPS7;MRPS16;MRPS35;MRPS24;MRPS33;MRPS9;MRPL42;MRPS5;MRPL20;MRPL17;MRPL16;MRPL15;MRPL24;MRPL23;MRPL48;MRPL1;MRPS25;MRPL30;MRPL38;MRPL4;MRPL34;MRPL21;MRPL22;MRPL47;MRPL3;MRPL2;MRPL55;MRPL9;MRPL11;MRPL50;MRPL33;MRPL49;MRPL39;MRPL13;MRPL18;MRPL37;MRPL54;MRPL35;MRPL43;MRPL32;MRPL41;MRPL51;MRPL27;MRPS30;MRPL45;MRPL52;MRPL10;MRPL28;MRPL57;MRPL58;MRPL19;MRPS23;MRPL40	2.12153940478e-159	0.001681134563845376	284
MRPL33;MRPL53;MRPL34;MRPL14;MRPL43;MRPL54;MRPL39;MRPL49;MRPL50;MRPL18;MRPL37;MRPL21;MRPL30;MRPL23;MRPL22;MRPL12;MRPL4;MRPL13;MRPL48;MRPL38;MRPL32;MRPL9;MRPL11;MRPL47;MRPL35;MRPL28;MRPL55;MRPL17;MRPL41;MRPL27;MRPL51;MRPL46;MRPL3;MRPL10;MRPS18A;MRPL15;MRPL52;MRPL24;MRPL45;MRPL20;MRPS30;MRPL42;MRPL2;MRPL58;MRPL16;MRPL57;MRPS14;MRPL19;MRPS33;MRPS25;MRPL1;MRPS21;MRPS18C;MRPS10;MRPS7;MRPL40;MRPS24;MRPS11;MRPL44;MRPS35;MRPS5	1.50793285509e-144	0.0018841964139519535	259
MRPS16;MRPS6;MRPS17;MRPS34;MRPS22;MRPS14;MRPS28;MRPS2;MRPS12;MRPS10;MRPS21;MRPS18C;MRPS11;MRPS18A;MRPS7;MRPS35;MRPS24;MRPS33;MRPS9;MRPL42;MRPS5;MRPL20;MRPL17;MRPL16;MRPL15;MRPL24;MRPL23;MRPL48;MRPL1;MRPS25;MRPL30;MRPL38;MRPL4;MRPL34;MRPL21;MRPL22;MRPL47;MRPL3;MRPL2;MRPL55;MRPL9;MRPL11;MRPL50;MRPL49;MRPL13;MRPL39;MRPL18;MRPL35;MRPL37;MRPL54;MRPL43;MRPL32;MRPL41;MRPL51;MRPL14;MRPL27;MRPS30;MRPL45;MRPL52;MRPL28;MRPL57;MRPL46;MRPL58;MRPL19;MRPS23;MRPL40	2.12153940478e-159	0.0015623531355017576	274
MRPS10;MRPS2;MRPS6;MRPS34;MRPS22;MRPS17;MRPS28;MRPS14;MRPS21;MRPS18C;MRPS11;MRPS18A;MRPS7;MRPS12;MRPS35;MRPS16;MRPS24;MRPS33;MRPS9;MRPS5;MRPL42;MRPL20;MRPL17;MRPL16;MRPL15;MRPL24;MRPL23;MRPL48;MRPL1;MRPS25;MRPL30;MRPL38;MRPL4;MRPL34;MRPL21;MRPL22;MRPL47;MRPL3;MRPL2;MRPL55;MRPL9;MRPL11;MRPL50;MRPL33;MRPL49;MRPL39;MRPL13;MRPL18;MRPL37;MRPL35;MRPL43;MRPL32;MRPL41;MRPL51;MRPS30;MRPL27;MRPL45;MRPL52;MRPL57;MRPL28;MRPL10;MRPL46;MRPL58;MRPL19;MRPS23;MRPL40	2.12153940478e-159	0.0016466904323578187	284
MATN1;MATN4	0.00251006662219	0.027420896846463334	3
MRPL12;MRPL14;MRPL53;MRPL33;MRPL43;MRPL34;MRPL49;MRPL39;MRPL50;MRPL18;MRPL54;MRPL37;MRPL21;MRPL30;MRPL23;MRPL22;MRPL4;MRPL13;MRPL48;MRPL38;MRPL32;MRPL9;MRPL11;MRPL47;MRPL35;MRPL28;MRPL55;MRPL17;MRPL41;MRPL27;MRPL51;MRPL46;MRPL3;MRPL10;MRPS18A;MRPL15;MRPL52;MRPL24;MRPL45;MRPL20;MRPS30;MRPL42;MRPL2;MRPL58;MRPL16;MRPL57;MRPS14;MRPL19;MRPS33;MRPS25;MRPL1;MRPS17;MRPS10;MRPS34;MRPL40;MRPS24;MRPL44;MRPS35	3.88058360018e-136	0.0013605912897098305	258
SSR1;SSR2;SSR4	2.00158018006e-05	0.0005226144740979	3
SEPTIN9;SEPTIN4;SEPTIN1;SEPTIN6;SEPTIN7;SEPTIN11;SEPTIN14;SEPTIN8;SEPTIN5;SEPTIN3;SEPTIN12	9.61313277552e-33	0.004848248772020399	43
RTCB;FAM98B;RTRAF;DDX1	1.87040600785e-13	0.013106809018217081	22
KCNJ2;KCNJ15	0.000250095567256	0.017545409797631466	15
